code,street,lat,lon,name
21479,Jln Tukang,1.326918056,103.7157017,Aft Tukang Innovation Lane
21481,Jln Tukang,1.325953,103.711932,Grundfos
21489,Jln Tukang,1.326155,103.712199,Opp Grundfos
21491,Quality Rd,1.326863545,103.7108268,Bef Intl Rd
21499,Quality Rd,1.32655549,103.7110243,Bef Jln Tukang
21501,Quality Rd,1.330427715,103.7100021,Bef Meiji Seika
21509,Quality Rd,1.331156391,103.7099872,Opp Meiji Seika
21511,Chin Bee Ave,1.333119969,103.711077,Opp Amoy Canning
21519,Chin Bee Ave,1.33295908,103.7112916,Amoy Canning
21521,Chin Bee Ave,1.334138933,103.7145853,PB Packaging Systems
21529,Chin Bee Ave,1.334083039,103.7150971,Aft Third Chin Bee Rd
21531,Third Chin Bee Rd,1.331875761,103.7163448,Clariant S'pore
21539,Third Chin Bee Rd,1.331311,103.716354,Opp Kaily Packaging
21541,Intl Rd,1.331380758,103.7198636,Aft Fourth Chin Bee Rd
21549,Intl Rd,1.330882806,103.7189959,Automotive Technology
21551,Yung Ho Rd,1.326661043,103.7209862,Blk 151
21559,Yung Ho Rd,1.326626599,103.7206391,CISCO Recall
21561,Corporation Dr,1.328801,103.722753,Blk 158
21569,Corporation Dr,1.328572039,103.7228981,Opp Blk 158
21571,Corporation Dr,1.330567195,103.7230701,Opp Jurong Sec Sch
21579,Corporation Dr,1.330134723,103.7231809,Jurong Sec Sch
21581,Corporation Dr,1.33243351,103.7232864,Blk 65
21589,Corporation Dr,1.332465687,103.7234581,Opp Blk 65
21591,Corporation Dr,1.334761036,103.7224281,Opp Blk 117
21599,Corporation Dr,1.334683562,103.7226849,Blk 117
21601,Corporation Dr,1.337270296,103.7210977,Blk 357
21609,Corporation Dr,1.337751668,103.7210263,Opp Blk 364
21611,Corporation Dr,1.338364342,103.7193196,Blk 367
21619,Corporation Dr,1.337935099,103.7181621,AFT CORP RD
21621,Kang Ching Rd,1.339214998,103.7220593,Blk 354
21629,Kang Ching Rd,1.339672,103.722816,Blk 334
21631,Yuan Ching Rd,1.333636261,103.7249361,Blk 115
21639,Yuan Ching Rd,1.333788611,103.7251164,Opp Blk 115
21641,Yuan Ching Rd,1.336301262,103.7250087,Bef Blk 322
21649,Yuan Ching Rd,1.336708866,103.7251798,Opp Blk 322
21651,Yuan Ching Rd,1.338730149,103.7240217,Opp Chinese Gdn
21659,Yuan Ching Rd,1.338960105,103.7241081,Chinese Gdn
21661,Yuan Ching Rd,1.341765605,103.7214143,Yuan Ching Sec Sch
21669,Yuan Ching Rd,1.341342145,103.7220952,Opp Blk 134D
21671,Tah Ching Rd,1.338065,103.7237617,Blk 331
21679,Tah Ching Rd,1.337762198,103.7235836,Blk 329
21681,Boon Lay Way,1.342287323,103.714663,Opp Blk 200
21689,Boon Lay Way,1.342419846,103.7144234,Blk 200
21691,Boon Lay Way,1.341078598,103.7113881,OPP SUMMERDALE
21699,Boon Lay Way,1.341549821,103.7120308,SUMMERDALE
21711,Corporation Rd,1.346998842,103.7157628,Bet Blks 523/525
21719,Corporation Rd,1.347794746,103.715073,Opp Blk 529
21721,Boon Lay Dr,1.342563,103.711075,Blk 239A
21729,Boon Lay Dr,1.34238,103.711321,Opposite Blk 239A
21751,Yuan Ching Rd,1.330893333,103.7248047,Jurong Sec Sch
21759,Yuan Ching Rd,1.330323876,103.7249113,Opp Jurong Sec Sch
21761,Yuan Ching Rd,1.328313333,103.7247681,Blk 138B
21769,Yuan Ching Rd,1.328475541,103.7249038,Opp Blk 138B
21771,Yung Ho Rd,1.3266,103.723626,AFT CORP DR
21779,Yung Ho Rd,1.326435722,103.7242577,Aft Yuan Ching Rd
22009,Jurong West Ctrl 3,1.339323347,103.705457,Boon Lay Int
22011,Jln Ahmad Ibrahim,1.32129798,103.707755,Bef Jurong Hill
22019,Jln Ahmad Ibrahim,1.322024022,103.7071133,Aft Tractor Rd
22021,Jln Ahmad Ibrahim,1.321682451,103.7036931,Givaudan
22029,Jln Ahmad Ibrahim,1.322449717,103.7026821,Opp Givaudan
22031,Jln Ahmad Ibrahim,1.32216806,103.6985518,Bef Pioneer Circus
22039,Jln Ahmad Ibrahim,1.322840765,103.6986162,Markono Holdings
22041,Jln Buroh,1.314635,103.6987308,Aft Tg Kling Rd
22049,Jln Buroh,1.314466389,103.6978889,Bef Tg Kling Rd
22051,Jln Buroh,1.313869167,103.7020447,Opp Buroh St
22059,Jln Buroh,1.313606111,103.7012625,Aft Buroh St
22061,Jln Buroh,1.314276178,103.704641,Ceva Logistics
22069,Jln Buroh,1.31365448,103.7037946,Opp Ceva Logistics
22071,Jln Buroh,1.314336368,103.7069513,Bef Jurong Pier Rd
22079,Jln Buroh,1.313943992,103.7080498,Aft Jurong Pier Rd
22081,Tg Kling Rd,1.305995557,103.7003759,Opp Natsteel
22089,Tg Kling Rd,1.305892778,103.7008781,Natsteel
22091,Shipyard Rd,1.308807216,103.6965559,Aft Jln Samulun
22099,Shipyard Rd,1.308797648,103.6968896,Bef Jln Samulun
22141,Pioneer Rd,1.317333006,103.6959517,Aft Jln Buroh
22149,Pioneer Rd,1.317319604,103.6963118,Bef Jln Buroh
22151,Pioneer Rd,1.320952337,103.6962716,Hitachi
22159,Pioneer Rd,1.320952433,103.6966332,Opp Hitachi
22161,Pioneer Rd Nth,1.325516569,103.6964311,Aft Lok Yang Way
22169,Pioneer Rd Nth,1.326245429,103.6966158,Aft Intl Rd
22171,Pioneer Rd Nth,1.329541667,103.6963769,Opp Secura S'pore
22179,Pioneer Rd Nth,1.330004723,103.6966591,Secura S'Pore
22181,Pioneer Rd Nth,1.333016111,103.6963769,S'pore Post
22189,Pioneer Rd Nth,1.333697107,103.6966629,Pioneer Junction
22191,Soon Lee Rd,1.33130584,103.6983275,Soon Lee Depot
22199,Soon Lee Rd,1.331022482,103.6984743,Opp Soon Lee Depot
22219,Intl Rd,1.327645561,103.7026074,Aft Neythal Rd
22221,Intl Rd,1.327909161,103.6978569,Aft Pioneer Rd Nth
22229,Intl Rd,1.327643343,103.6988747,Bef Pioneer Rd Nth
22231,Jurong West St 61,1.340794867,103.697179,Blk 639
22239,Jurong West St 61,1.340819722,103.6974219,Blk 624
22241,Jurong West St 62,1.340122707,103.6993839,Opp Blk 622
22249,Jurong West St 62,1.340160074,103.6986544,Blk 622
22251,Jurong West St 62,1.340733333,103.7026567,Blk 665A
22259,Jurong West St 62,1.340891364,103.7025464,Blk 668D
22271,Soon Lee Rd,1.329245828,103.7001115,Bef Kwong Min Rd
22281,Fan Yoong Rd,1.328492643,103.7037526,Aft Soon Lee Rd
22289,Soon Lee Rd,1.329263333,103.70284,Bef Fan Yoong Rd
22299,Kwong Min Rd,1.330688334,103.7017741,Bef Soon Lee Rd
22309,Enterprise Rd,1.33327,103.7033808,Aft Fan Yoong Rd
22319,Wan Lee Rd,1.331981389,103.7054525,Bef Enterprise Rd
22329,Wan Lee Rd,1.330243469,103.7050159,Opp Sam Mccoy Engrg
22331,Tg Kling Rd,1.304858477,103.7031792,Tg Kling Rd (End)
22341,Jurong West Ave 4,1.344916161,103.7010333,Blk 673C
22349,Jurong West Ave 4,1.345205373,103.7007963,Blk 734A CP
22351,Jurong West Ave 4,1.342774219,103.6980338,Opp Blk 717
22359,Jurong West Ave 4,1.342526667,103.6972753,Blk 717
22361,Jurong West Ave 4,1.340778056,103.6958728,Blk 641
22369,Jurong West Ave 4,1.340331864,103.6951104,Blk 704
22391,Tg Kling Rd,1.313427499,103.6957231,Bef Jln Buroh
22399,Tg Kling Rd,1.313457071,103.696016,Aft Jln Buroh
22401,Tg Kling Rd,1.310078753,103.6971497,Aft Shipyard Rd
22409,Tg Kling Rd,1.310142566,103.6974199,Bef Shipyard Rd
22411,Jurong West Ave 4,1.34626796,103.703801,Blk 676B
22419,Jurong West Ave 4,1.346532,103.703637,Jurong West Sub-Stn
22421,Tg Kling Rd,1.307755,103.6987239,Natl Oxygen Pte Ltd
22429,Tg Kling Rd,1.307257497,103.6990807,Opp Natl Oxygen Pte Ltd
22431,Enterprise Rd,1.333082426,103.7074221,Opp Fei Siong Group
22439,Enterprise Rd,1.333112575,103.7068094,Aft Fei Siong Group
22441,Jurong West St 64,1.342816,103.70358,Blk 669 CP
22449,Jurong West St 64,1.343058,103.703812,Blk 685B
22451,Pioneer Rd Nth,1.338170226,103.6956128,Opp Blk 643
22459,Pioneer Rd Nth,1.338562904,103.6957204,Blk 643
22461,Pioneer Rd Nth,1.335961944,103.696205,Opp Blk 653B
22469,Pioneer Rd Nth,1.336490625,103.6963187,Blk 653B
22471,Upp Jurong Rd,1.335090477,103.6931454,Blk 991B
22479,Upp Jurong Rd,1.334742425,103.6931026,Opp Blk 991B
22481,Jurong West Ctrl 1,1.342462238,103.7055409,Blk 691A CP
22489,Jurong West Ctrl 1,1.342584603,103.7053683,Blk 683A
22491,Jurong West St 64,1.336702,103.705146,Blk 662D
22499,Jurong West St 64,1.337187,103.704805,Opp Blk 662C
22501,Jurong West St 63,1.337691991,103.7029713,Blk 662A
22509,Jurong West St 63,1.337994051,103.7032349,Blk 664C
22511,Jurong West St 63,1.337461817,103.7002967,Blk 658C
22519,Jurong West St 63,1.337733596,103.6999522,Blk 608
22521,Jurong West St 63,1.337416479,103.6977679,Pioneer Stn Exit A
22529,Jurong West St 63,1.337772628,103.6972862,Pioneer Stn Exit B
22531,Jurong West St 61,1.339226733,103.6981438,Opp Jurong West Pr Sch
22539,Jurong West St 61,1.339195237,103.6983868,Jurong West Pr Sch
22541,Boon Lay Way,1.334968048,103.6976102,Blk 655
22549,Boon Lay Way,1.334635631,103.6979536,Opp Blk 655 CP
22551,Boon Lay Way,1.334982043,103.7006562,Blk 657
22559,Boon Lay Way,1.334654622,103.701014,Opp Blk 657 CP
22561,Boon Lay Way,1.334970385,103.7041443,Blk 660 Cp
22569,Boon Lay Way,1.334649396,103.704582,Opp Blk 660 CP
22591,Jurong West St 64,1.3447589,103.70289,Blk 670A
22599,Jurong West St 64,1.3443608,103.7034508,Blk 678D
22609,Soon Lee Rd,1.330482103,103.6983014,Soon Lee Bus Pk
23011,Jln Ahmad Ibrahim,1.322405185,103.6925083,Carrier Transicold P/L
23019,Jln Ahmad Ibrahim,1.323021,103.692567,Nippon Paint
23021,Jln Ahmad Ibrahim,1.322435952,103.6851861,Aft Benoi Sector
23029,Jln Ahmad Ibrahim,1.323021944,103.6862289,Stamford Tyre
23031,Jln Ahmad Ibrahim,1.322395431,103.6809911,Bef Benoi Flyover
23039,Jln Ahmad Ibrahim,1.323031111,103.6815139,Aft Benoi Flyover
23041,Upp Jurong Rd,1.333340887,103.6905597,Opp Jurong Camp
23049,Upp Jurong Rd,1.334107641,103.6906114,Jurong Camp
23051,Upp Jurong Rd,1.331689722,103.6892814,Bef Kian Teck Rd
23059,Upp Jurong Rd,1.330712847,103.6881376,Aft Kian Teck Rd
23061,Upp Jurong Rd,1.329527778,103.6865222,Aft Kian Teck Rd
23069,Upp Jurong Rd,1.329899505,103.6858202,Bef Kian Teck Rd
23071,Upp Jurong Rd,1.32977056,103.682578,Opp SAFTI Military Inst
23079,Upp Jurong Rd,1.330179089,103.6818154,SAFTI Military Inst
23081,Upp Jurong Rd,1.330116606,103.678268,Opp S'pore Discovery Ctr
23089,Upp Jurong Rd,1.330433729,103.6784347,S'pore Discovery Ctr
23091,Lok Yang Way,1.324518616,103.6927623,Nippon
23099,Lok Yang Way,1.324671172,103.6928614,Bef First Lok Yang Rd
23101,Lok Yang Way,1.324534722,103.6909133,Auto World Care
23109,Lok Yang Way,1.324681389,103.6906839,Aft Third Lok Yang Rd
23111,Lok Yang Way,1.324546667,103.6883647,Bef Fourth Lok Yang Rd
23119,Lok Yang Way,1.324675615,103.6884774,Aft Fourth Lok Yang Rd
23121,Lok Yang Way,1.324549519,103.6856463,Opp Leroy-Somer
23129,Lok Yang Way,1.324680967,103.6855876,Leroy-Somer
23131,Sixth Lok Yang Rd,1.325371111,103.6840469,MES Logistic Hub
23139,Sixth Lok Yang Rd,1.325171667,103.6841478,Bef Lok Yang Way
23141,Sixth Lok Yang Rd,1.326668807,103.6840151,Opp Varco
23149,Sixth Lok Yang Rd,1.326830346,103.6841647,Varco
23151,Intl Rd,1.32788229,103.6848346,Containers Printers
23159,Intl Rd,1.32766374,103.6856335,Aft Fifth Lok Yang Rd
23161,Intl Rd,1.327883956,103.6886947,Aft Kian Teck Rd
23169,Intl Rd,1.327688333,103.6886764,Bef Kian Teck Rd
23171,Intl Rd,1.327896036,103.6911897,SKK (S) Pte Ltd
23179,Intl Rd,1.327672844,103.6910203,Aft Second Lok Yang Rd
23181,Intl Rd,1.327903056,103.6944886,Aft Kian Teck Rd
23189,Intl Rd,1.327644597,103.6939753,Bef First Lok Yang Rd
23191,Benoi Sector,1.319661456,103.6836277,SK Tes
23199,Benoi Sector,1.319512645,103.6831235,Opp SK Tes
23201,Benoi Sector,1.3196459,103.6862855,Pall Corporation
23209,Benoi Sector,1.319503271,103.6857761,NS BlueScope Lysaght
23211,Benoi Sector,1.317920619,103.6892047,Mapletree Logistics Hub
23219,Benoi Sector,1.318327273,103.6885253,Opp Mapletree Log Hub
23221,Pioneer Rd,1.308966596,103.671781,Aft Gul Way
23229,Pioneer Rd,1.308687576,103.6718064,Opp Gul Way
23231,Pioneer Rd,1.309265,103.6749183,Keppel Logistics
23239,Pioneer Rd,1.309154,103.675189,Opp Keppel Logistics
23241,Pioneer Rd,1.31025436,103.6798116,Aft Benoi Rd
23249,Pioneer Rd,1.309903487,103.6794885,Bef Benoi Rd
23251,Pioneer Rd,1.311722356,103.6837814,Aft Shipyard Rd
23259,Pioneer Rd,1.311395562,103.683665,Bef Shipyard Rd
23261,Pioneer Rd,1.312648632,103.6857734,Opp Exxon Mobil
23269,Pioneer Rd,1.312406285,103.6857799,Exxon Mobil
23279,Pioneer Rd,1.314928759,103.6916285,Bef Benoi Sector
23281,Benoi Rd,1.306506176,103.6789674,Aft Pioneer Rd
23291,Benoi Rd,1.303824095,103.6793048,ST Marine
23301,Benoi Rd,1.302120571,103.679539,Bef Benoi Basin
23311,Benoi Rd,1.301786389,103.6774556,Seatrium Benoi Yard
23321,Benoi Rd,1.30404333,103.6761848,Bef Benoi Lane
23331,Benoi Rd,1.306893333,103.6758422,Opp JP Nelson
23341,Benoi Rd,1.311184964,103.678508,Aft Pioneer Rd
23349,Benoi Rd,1.310768551,103.6787158,Bef Pioneer Rd
23351,Benoi Rd,1.316154859,103.6787494,Aft Gul Ave
23359,Benoi Rd,1.315005008,103.6788828,Opp Gul Ave
23361,Benoi Rd,1.319107705,103.6788383,Bef Benoi Sector
23369,Benoi Rd,1.319078267,103.6791102,Aft Benoi Sector
23371,Benoi Rd,1.325954453,103.6790815,Bef Joo Koon Int
23379,Benoi Rd,1.326543123,103.6793944,Opp Joo Koon Int
23389,Shipyard Rd,1.307556447,103.693773,PEC Ltd
23399,Shipyard Rd,1.305336389,103.6923708,Keppel Offshore & Marine
23409,Shipyard Rd,1.303521389,103.6893364,Mobil Marine Ter
23419,Shipyard Rd,1.303807778,103.6861461,Bef Shipyard Cres
23429,Shipyard Rd,1.304568337,103.6847205,Opp Mooreast
23439,Shipyard Rd,1.30774278,103.6846866,Opp LP 71
23441,Benoi Rd,1.313041869,103.678627,Bef Benoi Pl
23449,Benoi Rd,1.312841667,103.6787758,Aft Benoi Pl
23451,Jln Samulun,1.304026667,103.6972844,Opp Chemical Industries
23461,Jln Samulun,1.305469168,103.6964347,Tanoto Shipyard
23469,Jln Samulun,1.305085201,103.6968346,Opp Tanoto Shipyard
23471,Benoi Sector,1.319663409,103.6809719,Aft Benoi Rd
23479,Benoi Sector,1.319509245,103.6806599,Bef Benoi Rd
23481,Intl Rd,1.327916917,103.6817467,Molex
23489,Intl Rd,1.327596882,103.6804886,Opp Molex
23491,Joo Koon Circle,1.327924084,103.6778086,Joo Koon Stn Exit B
23499,Joo Koon Circle,1.327550924,103.678051,Joo Koon Stn Exit A
23501,Lok Yang Way,1.324531603,103.6958354,Aft Pioneer Rd Nth
23509,Lok Yang Way,1.32468013,103.6956168,Hoe Keng Motor
23519,Benoi Rd,1.324793524,103.679366,Opp FairPrice Hub
24009,Joo Koon Circle,1.326972547,103.6783979,Joo Koon Int
24011,Jln Ahmad Ibrahim,1.32230924,103.6776263,M.C. Packaging Pte Ltd
24019,Jln Ahmad Ibrahim,1.322887219,103.6772821,Liang Huat Ind Cplx
24021,Jln Ahmad Ibrahim,1.321852572,103.6708798,Meritor Heavy Veh Systems
24029,Jln Ahmad Ibrahim,1.322470964,103.6713266,Mazak S'pore
24041,Upp Jurong Rd,1.330353131,103.6749932,Opp Pasir Laba Camp
24049,Upp Jurong Rd,1.33094145,103.6737907,Pasir Laba Camp
24089,Gul Way,1.314455761,103.67069,Aft Gul Ave
24129,Joo Koon Way,1.326141806,103.6698714,Opp Yeow San Pte Ltd
24139,Joo Koon Circle,1.327335922,103.6719301,Opp Toyo Ink
24149,Joo Koon Circle,1.327540111,103.6746632,Aft Joo Koon Cres
24159,Joo Koon Circle,1.326842223,103.6766424,Aft Joo Koon Rd
24169,Gul Cres,1.310386247,103.6667159,Bef Gul Circle
24179,Gul Cres,1.309403123,103.6647713,Bef Gul Lane
24189,Gul Cres,1.311162291,103.6619381,Tai Sin Electric Cables
24199,Gul Cres,1.313081523,103.6599367,JB Ind Pte Ltd
24209,Gul Cres,1.315237641,103.6598693,Aft Gul Lane
24219,Gul Circle,1.318227016,103.6626715,Precision Products
24229,Gul Circle,1.319537781,103.6661535,Aft Gul St 3
24239,Gul Circle,1.319791667,103.6690039,Bef Gul St 1
24249,Gul Circle,1.320014171,103.6723107,Asiatic Agricultural Ind
24259,Gul Circle,1.320224304,103.6756286,DNV GL Laboratory
24269,Gul Circle,1.317960072,103.6766083,Sing Huat Hardware
24279,Gul Circle,1.314802775,103.6767463,Cameron Iron Works
24289,Gul Circle,1.312404575,103.6748585,Opp Keppel T&T
24299,Gul Circle,1.312158594,103.6716501,Aft Gul Way
24301,Gul Circle,1.312609859,103.6658491,SNL Logistics Pte Ltd
24331,Pioneer Rd,1.308548333,103.6686833,Opp Hong Hang Bldg
24339,Pioneer Rd,1.308406667,103.6689933,Hong Hang Bldg
24341,Gul Rd,1.295596248,103.6706958,Seatrium Pioneer Yard
24349,Gul Rd,1.29557792,103.6709164,ST Engrg Gul Yard
24351,Gul Rd,1.298117633,103.6683905,Opp S'pore Takada Ind
24359,Gul Rd,1.298225564,103.6685335,S'pore Takada Ind
24369,Gul Rd,1.300776877,103.6669833,Hanwha Offshore S'pore
24379,Gul Rd,1.30366278,103.6658843,Opp Asia Ind Gases
24381,Gul Rd,1.306888056,103.6653272,GE Keppel Energy Svcs
24389,Gul Rd,1.306684311,103.6655156,Opp GE Keppel Energy Svcs
24391,Pioneer Sector 2,1.298593199,103.664471,Chem-Solv Technologies
24401,Pioneer Sector 2,1.300316389,103.6635578,Opp Hoe Huat Engrg
24411,Pioneer Sector 2,1.302437778,103.6617336,Opp Multi Ways Equipment
24421,Pioneer Sector 2,1.304632778,103.6595061,Bef Pioneer Sector 1
24431,Pioneer Sector 1,1.307266111,103.6577,Aft Pioneer Sector 2
24441,Pioneer Sector 3,1.307134983,103.6609683,GSK
24451,Pioneer Sector 3,1.305993401,103.6637872,Opp Cambridge Ind Trust
24461,Pioneer Sector Lane,1.297239315,103.6662602,Bef Nam Leong Co Pte Ltd
24489,Joo Koon Rd,1.325743957,103.6711106,Aft Joo Koon Way
24499,Joo Koon Rd,1.32598701,103.6743957,Panasonic Ind Devices
24501,PIE,1.324248968,103.6647979,Bef Tuas Flyover
24509,PIE,1.324314785,103.6641162,Aft Tuas Flyover
24511,Tuas Rd,1.319446944,103.6608911,GUL CIRCLE STN EXIT A
24519,Tuas Rd,1.319071944,103.6598081,GUL CIRCLE STN EXIT B
24521,Tuas Rd,1.317440843,103.6588784,Bef Tuas Ave 5
24529,Tuas Rd,1.317212489,103.6581665,Aft Tuas Ave 5
24531,Pioneer Sector 1,1.306226389,103.6568842,Utracon Corp
24539,Pioneer Sector 1,1.304920202,103.6554803,Dundee Marine
24541,Pioneer Sector 1,1.302756576,103.6556555,Opp Seatrium Tuas Yard
24549,Pioneer Sector 1,1.302736389,103.6554358,Seatrium Tuas Yard
24559,Pioneer Sector 1,1.300793056,103.65748,Opp Crystal Offshore
24571,Joo Koon Circle,1.323675558,103.6690675,Seng Heng Engrg
24581,Joo Koon Circle,1.324961389,103.6669958,Opp ESAB
24599,Joo Koon Rd,1.325622844,103.6692664,Bef Joo Koon Way
24601,Tuas Rd,1.31334,103.654865,Progress Galvanizing
24609,Tuas Rd,1.313431037,103.6547517,Opp Progress Galvanizing
24611,Tuas Rd,1.310855629,103.6525406,Bef Marinteknik
24619,Tuas Rd,1.31113972,103.6526047,Opp Marinteknik
24621,Tuas Rd,1.307971389,103.6497794,Aft Ocean Tanker
24629,Tuas Rd,1.308511389,103.6501553,Opp Ocean Tanker
24631,Gul Circle,1.320566576,103.6782444,Bef Benoi Rd
24639,Gul Circle,1.320410128,103.6779157,Aft Benoi Rd
24641,Gul Ave,1.31424,103.6655139,W Atelier
24651,Gul Ave,1.314900278,103.6688261,Metall-Treat Ind
24671,Pioneer Rd,1.309578056,103.66123,Hiap Teck Metal Co
24679,Pioneer Rd,1.309293931,103.661255,Opp Hiap Teck Metal Co
24681,Pioneer Rd,1.312008749,103.6586335,Opp Jurong Insp Ctr
24689,Pioneer Rd,1.311524362,103.6588959,Jurong Insp Ctr
24691,Pioneer Rd,1.313445,103.6571281,Aft Tuas Rd
24699,Pioneer Rd,1.313453056,103.6569025,Bef Tuas Rd
24701,Pioneer Rd,1.321386,103.649116,TUAS CRES STN EXIT B
24709,Pioneer Rd,1.32089,103.649026,TUAS CRES STN EXIT A
24711,Pioneer Rd,1.329871,103.639994,TUAS WEST RD STN EXIT B
24719,Pioneer Rd,1.330051,103.639332,TUAS WEST RD STN EXIT A
25009,Tuas West Dr,1.344995428,103.6392036,Tuas Ter
25059,Tuas Sth Way,1.270007,103.61725,Aft Tuas Sth Blvd
25061,Tuas Ave 9,1.327585,103.6452875,Kyocera Chemical
25069,Tuas Ave 9,1.327511796,103.645518,Opp Kyocera Chemical
25071,Tuas Ave 9,1.329582778,103.6432064,Opp Nissin Trspt
25079,Tuas Ave 9,1.32944569,103.6434715,Nissin Trspt
25091,Tuas Ave 12,1.334433056,103.645205,Aft Tuas Ave 7
25099,Tuas Ave 12,1.333929107,103.6449493,Opto-Pharm
25101,Tuas Ave 1,1.334284729,103.6478375,Opp SMC Mfg
25109,Tuas Ave 1,1.334623333,103.6473225,SMC Mfg
25111,Tuas Ave 1,1.332398885,103.6498161,Aft Tuas Ave 10
25119,Tuas Ave 1,1.332126389,103.6499169,Bef Tuas Ave 10
25121,Tuas Ave 1,1.330607633,103.6516966,Aft Tuas Ave 8
25129,Tuas Ave 1,1.329944444,103.6522639,Aft Tuas Ave 6
25151,Tuas Ave 1,1.329137281,103.6532552,Mercedes-Benz Logistics
25161,Tuas Ave 1,1.327354229,103.6551062,Toyochem Ink
25169,Tuas Ave 1,1.327749444,103.6545006,Opp Galmon S'pore
25171,Tuas Ave 1,1.325466454,103.657112,Becton Dickinson Med
25179,Tuas Ave 1,1.325291389,103.6571133,Sew-Eurodrive
25181,Tuas Ave 1,1.323852969,103.6588132,Bef Tuas Dr 1
25189,Tuas Ave 1,1.323839722,103.6586167,Soon Heng Glass
25191,Tuas Ave 1,1.321299796,103.6596844,Asiatic Engrg
25199,Tuas Ave 1,1.321094722,103.6593317,Rockwool Building Materials
25201,Tuas Ave 3,1.31926,103.6587083,Aft Tuas Rd
25209,Tuas Ave 3,1.319308056,103.6588092,Bef Tuas Rd
25219,Jln Ahmad Ibrahim,1.32877104,103.6569223,Aft Tuas Ave 2
25221,Jln Ahmad Ibrahim,1.334705894,103.6515311,Raffles Country Club
25229,Jln Ahmad Ibrahim,1.333712729,103.6517625,Crown Beverage Cans S'pore
25231,Jln Ahmad Ibrahim,1.338658954,103.6474027,Opp Asia-Pacific Brewery
25239,Jln Ahmad Ibrahim,1.337405,103.647955,Asia-Pacific Brewery
25249,Jln Ahmad Ibrahim,1.339855,103.6453517,Aft Tuas West Rd
25251,Jln Ahmad Ibrahim,1.345284,103.640183,S'pore Rail Test Ctr
25259,Jln Ahmad Ibrahim,1.344188178,103.6407071,Bef Tuas West Dr
25269,Jln Ahmad Ibrahim,1.347771507,103.6374692,Tuas Checkpt
25321,Tuas Ave 5,1.317650216,103.6564458,YCH Distripk
25329,Tuas Ave 5,1.317791389,103.6564625,Mapletree Logistics
25331,Tuas Ave 5,1.320197778,103.6538131,Chugoku Marine Paints
25339,Tuas Ave 5,1.320181798,103.6539689,Opp Chugoku Marine Paints
25341,Tuas Ave 5,1.321943056,103.6519889,Bef Tuas Ave 2
25349,Tuas Ave 5,1.321592221,103.6524818,Times Printers
25351,Tuas Ave 2,1.323969716,103.6530315,Hart Engrg Pte Ltd
25359,Tuas Ave 2,1.32365,103.6529239,Opp Hart Engrg Pte Ltd
25361,Tuas Ave 4,1.324958464,103.6511246,Yan San Metals Pte Ltd
25369,Tuas Ave 4,1.325135769,103.6514726,Opp Yan San Metals
25371,Tuas Ave 9,1.323878056,103.6491744,Aft Tuas Ave 4
25379,Tuas Ave 9,1.324216409,103.649001,Aft Tuas Ave 6
25381,Tuas Ave 9,1.325563056,103.6473958,WYN2000 Logistics Ctr
25389,Tuas Ave 9,1.32595623,103.6472054,Aft Tuas Ave 8
25391,Tuas West Rd,1.328969994,103.6370433,Bef Pioneer Rd
25399,Tuas West Rd,1.329238655,103.6379445,Aft Pioneer Rd
25411,Tuas West Dr,1.343870621,103.6383056,BEF TUAS TER
25419,Tuas West Dr,1.344389081,103.6383761,Aft Tuas Ter
25421,Tuas West Dr,1.341466526,103.6374504,OPP TUAS LINK STN
25429,Tuas West Dr,1.340558073,103.6369654,TUAS LINK STN
25431,Tuas West Dr,1.338976449,103.6365874,Super Continental
25439,Tuas West Dr,1.339125254,103.6364265,Opp Super Continental
25441,Tuas West Dr,1.334832118,103.6351235,Bef Pioneer Rd
25449,Tuas West Dr,1.33559255,103.6348856,Aft Pioneer Rd
25451,Tuas West Dr,1.3322833,103.6341031,Aft Tuas West St
25459,Tuas West Dr,1.3328,103.6341217,Opp Tuas West St
25461,Tuas West Dr,1.329448265,103.6329188,Aft Tuas West Ave
25469,Tuas West Dr,1.329294722,103.6326458,Bef Tuas West Ave
25471,Tuas Link 4,1.335523534,103.6418412,Opp S'pore Epson Ind
25479,Tuas Link 4,1.335528056,103.6416297,S'pore Epson Ind
25491,Tuas Link 4,1.339010336,103.6381665,Opp Super Continental
25499,Tuas Link 4,1.338749722,103.6382378,Super Continental
25501,Tuas Ave 7,1.333790554,103.6436359,Kee Wee Hup Kee
25509,Tuas Ave 7,1.333559305,103.6436494,Opp Kee Wee Hup Kee
25511,Tuas Ave 12,1.329815,103.6408047,MICHELMAN
25519,Tuas Ave 12,1.329814516,103.6409965,OPP MICHELMAN
25531,Tuas Ave 7,1.332349,103.645156,ST KINETICS
25539,Tuas Ave 7,1.332311,103.64507,FUJIFILM
25541,Tuas Ave 7,1.329782,103.647851,PEC
25549,Tuas Ave 7,1.329815,103.647687,CAST LABORATORIES
25551,Tuas Ave 8,1.325522,103.645927,GARMCO
25559,Tuas Ave 8,1.325651,103.645879,LEE WELDED MESH
25561,Tuas Sth Ave 5,1.31836,103.637711,Aft Tuas Cres
25569,Tuas Sth Ave 5,1.318191,103.637247,Bef Tuas Cres
25571,Tuas Sth Ave 5,1.315444,103.635242,OPP WEST STAR
25579,Tuas Sth Ave 5,1.315542,103.634947,WEST STAR
